dex_no,name_en,generation,forms,category,height_m,weight_kg,hatch_time,name_fr,name_es,name_de,name_it,has_gender,female_percent,male_percent,is_breedable,catch_rate,leveling_rate,pokedex_colour,base_friendship,base_hp,base_atk,base_def,base_spatk,base_spdef,base_speed,base_experience_yield,egg_group_0,egg_group_1,type_0,type_1,ev_yield_hp,ev_yield_attack,ev_yield_defense,ev_yield_special_attack,ev_yield_special_defense,ev_yield_speed,description_violet,ability_0,ability_1,hidden_ability,is_legendary,is_mythical,is_part_of_evolution,stage,evolution_level,bulbapedia_link
0064,Kadabra,1,1,Psi Pokémon,1.3,56.5,20,Kadabra,Kadabra,Kadabra,Kadabra,True,25,75,True,100,Medium Slow,Brown,70,40,35,30,120,70,105,140,Human-Like,,Psychic,,0,0,0,2,0,0,,Synchronize,Inner Focus,Magic Guard,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Kadabra_(Pok%C3%A9mon)
0065,Alakazam,1,1,Psi Pokémon,1.5,48.0,20,Alakazam,Alakazam,Simsala,Alakazam,True,25,75,True,50,Medium Slow,Brown,70,55,50,45,135,85,120,225,Human-Like,,Psychic,,0,0,0,3,0,0,,Synchronize,Inner Focus,Magic Guard,False,False,True,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Alakazam_(Pok%C3%A9mon)
0066,Machop,1,1,Superpower Pokémon,0.8,19.5,20,Machoc,Machop,Machollo,Machop,True,25,75,True,180,Medium Slow,Gray,70,70,80,50,35,35,35,61,Human-Like,,Fighting,,0,1,0,0,0,0,,Guts,No Guard,Steadfast,False,False,True,basic,28,https://bulbapedia.bulbagarden.net/wiki/Machop_(Pok%C3%A9mon)
0067,Machoke,1,1,Superpower Pokémon,1.5,70.5,20,Machopeur,Machoke,Maschock,Machoke,True,25,75,True,90,Medium Slow,Gray,70,80,100,70,50,60,45,142,Human-Like,,Fighting,,0,2,0,0,0,0,,Guts,No Guard,Steadfast,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Machoke_(Pok%C3%A9mon)
0068,Machamp,1,1,Superpower Pokémon,1.6,130.0,20,Mackogneur,Machamp,Machomei,Machamp,True,25,75,True,45,Medium Slow,Gray,70,90,130,80,65,85,55,227,Human-Like,,Fighting,,0,3,0,0,0,0,,Guts,No Guard,Steadfast,False,False,True,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Machamp_(Pok%C3%A9mon)
0069,Bellsprout,1,1,Flower Pokémon,0.7,4.0,20,Chétiflor,Bellsprout,Knofensa,Bellsprout,True,50,50,True,255,Medium Slow,Green,70,50,75,35,70,30,40,60,Grass,,Grass,Poison,0,1,0,0,0,0,"It plants its feet deep underground to rehydrate itself. While doing so, it's unable to run away if it's attacked.",Chlorophyll,,Gluttony,False,False,True,basic,21,https://bulbapedia.bulbagarden.net/wiki/Bellsprout_(Pok%C3%A9mon)
0070,Weepinbell,1,1,Flycatcher Pokémon,1.0,6.4,20,Boustiflor,Weepinbell,Ultrigaria,Weepinbell,True,50,50,True,120,Medium Slow,Green,70,65,90,50,85,45,55,137,Grass,,Grass,Poison,0,2,0,0,0,0,The leafy parts act as cutters for slashing foes. It spits a fluid that dissolves everything.,Chlorophyll,,Gluttony,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Weepinbell_(Pok%C3%A9mon)
0071,Victreebel,1,1,Flycatcher Pokémon,1.7,15.5,20,Empiflor,Victreebel,Sarzenia,Victreebel,True,50,50,True,45,Medium Slow,Green,70,80,105,65,100,60,70,221,Grass,,Grass,Poison,0,3,0,0,0,0,"After dissolving many prey, this Pokémon's acid becomes sweeter. This makes it even easier to attract more prey.",Chlorophyll,,Gluttony,False,False,True,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Victreebel_(Pok%C3%A9mon)
0072,Tentacool,1,1,Jellyfish Pokémon,0.9,45.5,20,Tentacool,Tentacool,Tentacha,Tentacool,True,50,50,True,190,Slow,Blue,70,40,40,35,50,100,70,67,Water 3,,Water,Poison,0,0,0,0,1,0,"Its eyes are as transparent as crystals. From them, it shoots mysterious beams of light.",Clear Body,Liquid Ooze,Rain Dish,False,False,True,basic,30,https://bulbapedia.bulbagarden.net/wiki/Tentacool_(Pok%C3%A9mon)
0073,Tentacruel,1,1,Jellyfish Pokémon,1.6,55.0,20,Tentacruel,Tentacruel,Tentoxa,Tentacruel,True,50,50,True,60,Slow,Blue,70,80,70,65,80,120,100,180,Water 3,,Water,Poison,0,0,0,0,2,0,"In battle, it extends all 80 of its tentacles to entrap its opponent inside a poisonous net.",Clear Body,Liquid Ooze,Rain Dish,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Tentacruel_(Pok%C3%A9mon)
0074,Geodude,1,2,Rock Pokémon,0.4,20.0,15,Racaillou,Geodude,Kleinstein,Geodude,True,50,50,True,255,Medium Slow,Brown,70,40,80,100,30,30,20,60,Mineral,,Rock,Ground,0,0,1,0,0,0,"Most people may not notice, but a closer look should reveal that there are many Geodude around.",Rock Head,Sturdy,Sand Veil,False,False,True,basic,25,https://bulbapedia.bulbagarden.net/wiki/Geodude_(Pok%C3%A9mon)
0075,Graveler,1,2,Rock Pokémon,1.0,105.0,15,Gravalanch,Graveler,Georok,Graveler,True,50,50,True,120,Medium Slow,Brown,70,55,95,115,45,45,35,137,Mineral,,Rock,Ground,0,0,2,0,0,0,"Moss-covered rocks are Graveler's favorite food. It consumes over a ton of them a day, crunching loudly while it eats.",Rock Head,Sturdy,Sand Veil,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Graveler_(Pok%C3%A9mon)
0076,Golem,1,2,Megaton Pokémon,1.4,300.0,15,Grolem,Golem,Geowaz,Golem,True,50,50,True,45,Medium Slow,Brown,70,80,110,130,55,65,45,223,Mineral,,Rock,Ground,0,0,3,0,0,0,"It deliberately blows itself up, then uses this explosive force to jump from mountain to mountain.",Rock Head,Sturdy,Sand Veil,False,False,True,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Golem_(Pok%C3%A9mon)
0077,Ponyta,1,2,Fire Horse Pokémon,1.0,30.0,20,Ponyta,Ponyta,Ponita,Ponyta,True,50,50,True,190,Medium Fast,Yellow,70,50,85,55,65,65,90,82,Field,,Fire,,0,0,0,0,0,1,,Run Away,Flash Fire,Flame Body,False,False,True,basic,40,https://bulbapedia.bulbagarden.net/wiki/Ponyta_(Pok%C3%A9mon)
0078,Rapidash,1,2,Fire Horse Pokémon,1.7,95.0,20,Galopa,Rapidash,Gallopa,Rapidash,True,50,50,True,60,Medium Fast,Yellow,70,65,100,70,80,80,105,175,Field,,Fire,,0,0,0,0,0,2,,Run Away,Flash Fire,Flame Body,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Rapidash_(Pok%C3%A9mon)
0079,Slowpoke,1,2,Dopey Pokémon,1.2,36.0,20,Ramoloss,Slowpoke,Flegmon,Slowpoke,True,50,50,True,190,Medium Fast,Pink,70,90,65,65,40,40,15,63,Monster,Water 1,Water,Psychic,1,0,0,0,0,0,"It is always vacantly lost in thought, but no one knows what it is thinking about. It is good at fishing with its tail.",Oblivious,Own Tempo,Regenerator,False,False,True,basic,37,https://bulbapedia.bulbagarden.net/wiki/Slowpoke_(Pok%C3%A9mon)
0080,Slowbro,1,2,Hermit Crab Pokémon,1.6,78.5,20,Flagadoss,Slowbro,Lahmus,Slowbro,True,50,50,True,75,Medium Fast,Pink,70,95,75,110,100,80,30,172,Monster,Water 1,Water,Psychic,0,0,2,0,0,0,"If the tail-bitingShellderis thrown off in a harsh battle, this Pokémon reverts to being an ordinarySlowpoke.",Oblivious,Own Tempo,Regenerator,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Slowbro_(Pok%C3%A9mon)
0081,Magnemite,1,1,Magnet Pokémon,0.3,6.0,20,Magnéti,Magnemite,Magnetilo,Magnemite,False,0,0,True,190,Medium Fast,Gray,70,25,35,70,95,55,45,65,Mineral,,Electric,Steel,0,0,0,1,0,0,It moves while constantly hovering. It discharges electromagnetic waves and so on from the units at its sides.,Magnet Pull,Sturdy,Analytic,False,False,True,basic,30,https://bulbapedia.bulbagarden.net/wiki/Magnemite_(Pok%C3%A9mon)
0082,Magneton,1,1,Magnet Pokémon,1.0,60.0,20,Magnéton,Magneton,Magneton,Magneton,False,0,0,True,60,Medium Fast,Gray,70,50,60,95,120,70,70,163,Mineral,,Electric,Steel,0,0,0,2,0,0,They're formed by several Magnemite linked together. They frequently appear when sunspots flare up.,Magnet Pull,Sturdy,Analytic,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Magneton_(Pok%C3%A9mon)
0083,Farfetch'd,1,2,Wild Duck Pokémon,0.8,15.0,20,Canarticho,Farfetch'd,Porenta,Farfetch'd,True,50,50,True,45,Medium Fast,Brown,70,52,65,55,58,62,60,132,Flying,Field,Normal,Flying,0,1,0,0,0,0,,Keen Eye,Inner Focus,Defiant,False,False,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Farfetch%27d_(Pok%C3%A9mon)
0084,Doduo,1,1,Twin Bird Pokémon,1.4,39.2,20,Doduo,Doduo,Dodu,Doduo,True,50,50,True,190,Medium Fast,Brown,70,35,85,45,35,35,75,62,Flying,,Normal,Flying,0,1,0,0,0,0,"Its heads never sleep at the same time—each one takes a turn keeping watch while the other sleeps, switching every hour or so.",Run Away,Early Bird,Tangled Feet,False,False,True,basic,31,https://bulbapedia.bulbagarden.net/wiki/Doduo_(Pok%C3%A9mon)
0085,Dodrio,1,1,Triple Bird Pokémon,1.8,85.2,20,Dodrio,Dodrio,Dodri,Dodrio,True,50,50,True,45,Medium Fast,Brown,70,60,110,70,60,60,100,165,Flying,,Normal,Flying,0,2,0,0,0,0,The strongest head with the thickest neck becomes the leader and gains primary control of the body.,Run Away,Early Bird,Tangled Feet,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Dodrio_(Pok%C3%A9mon)
0086,Seel,1,1,Sea Lion Pokémon,1.1,90.0,20,Otaria,Seel,Jurob,Seel,True,50,50,True,190,Medium Fast,White,70,65,45,55,45,70,45,65,Water 1,Field,Water,,0,0,0,0,1,0,"The colder it gets, the better it feels. It joyfully swims around oceans so cold that they are filled with floating ice.",Thick Fat,Hydration,Ice Body,False,False,True,basic,34,https://bulbapedia.bulbagarden.net/wiki/Seel_(Pok%C3%A9mon)
0087,Dewgong,1,1,Sea Lion Pokémon,1.7,120.0,20,Lamantine,Dewgong,Jugong,Dewgong,True,50,50,True,75,Medium Fast,White,70,90,70,80,70,95,70,166,Water 1,Field,Water,Ice,0,0,0,0,2,0,It stores thermal energy in its body to fend off the cold. It swims at eight knots even in frigid waters.,Thick Fat,Hydration,Ice Body,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Dewgong_(Pok%C3%A9mon)
0088,Grimer,1,2,Sludge Pokémon,0.9,30.0,20,Tadmorv,Grimer,Sleima,Grimer,True,50,50,True,190,Medium Fast,Purple,70,80,80,50,40,50,25,65,Amorphous,,Poison,,1,0,0,0,0,0,"When two of these Pokémon's bodies are combined together, new poisons are created.",Stench,Sticky Hold,Poison Touch,False,False,True,basic,38,https://bulbapedia.bulbagarden.net/wiki/Grimer_(Pok%C3%A9mon)
0089,Muk,1,2,Sludge Pokémon,1.2,30.0,20,Grotadmorv,Muk,Sleimok,Muk,True,50,50,True,75,Medium Fast,Purple,70,105,105,75,65,100,50,175,Amorphous,,Poison,,1,1,0,0,0,0,"It's so stinky! Muk's body contains toxic elements, and any plant will wilt when it passes by.",Stench,Sticky Hold,Poison Touch,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Muk_(Pok%C3%A9mon)
0090,Shellder,1,1,Bivalve Pokémon,0.3,4.0,20,Kokiyas,Shellder,Muschas,Shellder,True,50,50,True,190,Slow,Purple,70,30,65,100,45,25,40,61,Water 3,,Water,,0,0,1,0,0,0,"Clamping on to an opponent reveals its vulnerable parts, so it uses this move only as a last resort.",Shell Armor,Skill Link,Overcoat,False,False,True,basic,,https://bulbapedia.bulbagarden.net/wiki/Shellder_(Pok%C3%A9mon)
0091,Cloyster,1,1,Bivalve Pokémon,1.5,132.5,20,Crustabri,Cloyster,Austos,Cloyster,True,50,50,True,60,Slow,Purple,70,50,95,180,85,45,70,184,Water 3,,Water,Ice,0,0,2,0,0,0,"When attacked, it launches its spikes in quick volleys. Its innards have never been seen.",Shell Armor,Skill Link,Overcoat,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Cloyster_(Pok%C3%A9mon)
0092,Gastly,1,1,Gas Pokémon,1.3,0.1,20,Fantominus,Gastly,Nebulak,Gastly,True,50,50,True,190,Medium Slow,Purple,70,30,35,30,100,35,80,62,Amorphous,,Ghost,Poison,0,0,0,1,0,0,"Its body is made of gas. Despite lacking substance, it can envelop an opponent of any size and cause suffocation.",Levitate,,,False,False,True,basic,25,https://bulbapedia.bulbagarden.net/wiki/Gastly_(Pok%C3%A9mon)
0093,Haunter,1,1,Gas Pokémon,1.6,0.1,20,Spectrum,Haunter,Alpollo,Haunter,True,50,50,True,90,Medium Slow,Purple,70,45,50,45,115,55,95,142,Amorphous,,Ghost,Poison,0,0,0,2,0,0,"In total darkness, where nothing is visible, Haunter lurks, silently stalking its next victim.",Levitate,,,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Haunter_(Pok%C3%A9mon)
0094,Gengar,1,1,Shadow Pokémon,1.5,40.5,20,Ectoplasma,Gengar,Gengar,Gengar,True,50,50,True,45,Medium Slow,Purple,70,60,65,60,130,75,110,225,Amorphous,,Ghost,Poison,0,0,0,3,0,0,"Hiding in people's shadows at night, it absorbs their heat. The chill it causes makes the victims shake.",Cursed Body,,,False,False,True,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Gengar_(Pok%C3%A9mon)
0095,Onix,1,1,Rock Snake Pokémon,8.8,210.0,25,Onix,Onix,Onix,Onix,True,50,50,True,45,Medium Fast,Gray,70,35,45,160,30,45,70,77,Mineral,,Rock,Ground,0,0,1,0,0,0,,Rock Head,Sturdy,Weak Armor,False,False,True,basic,,https://bulbapedia.bulbagarden.net/wiki/Onix_(Pok%C3%A9mon)
0096,Drowzee,1,1,Hypnosis Pokémon,1.0,32.4,20,Soporifik,Drowzee,Traumato,Drowzee,True,50,50,True,190,Medium Fast,Yellow,70,60,48,45,43,90,42,66,Human-Like,,Psychic,,0,0,0,0,1,0,"When it twitches its nose, it can tell where someone is sleeping and what that person is dreaming about.",Insomnia,Forewarn,Inner Focus,False,False,True,basic,26,https://bulbapedia.bulbagarden.net/wiki/Drowzee_(Pok%C3%A9mon)
0097,Hypno,1,1,Hypnosis Pokémon,1.6,75.6,20,Hypnomade,Hypno,Hypno,Hypno,True,50,50,True,75,Medium Fast,Yellow,70,85,73,70,73,115,67,169,Human-Like,,Psychic,,0,0,0,0,2,0,"Always holding a pendulum that it swings at a steady rhythm, it causes drowsiness in anyone nearby.",Insomnia,Forewarn,Inner Focus,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Hypno_(Pok%C3%A9mon)
0098,Krabby,1,1,River Crab Pokémon,0.4,6.5,20,Krabby,Krabby,Krabby,Krabby,True,50,50,True,225,Medium Fast,Red,70,30,105,90,25,25,50,65,Water 3,,Water,,0,1,0,0,0,0,,Hyper Cutter,Shell Armor,Sheer Force,False,False,True,basic,28,https://bulbapedia.bulbagarden.net/wiki/Krabby_(Pok%C3%A9mon)
0099,Kingler,1,1,Pincer Pokémon,1.3,60.0,20,Krabboss,Kingler,Kingler,Kingler,True,50,50,True,60,Medium Fast,Red,70,55,130,115,50,50,75,166,Water 3,,Water,,0,2,0,0,0,0,,Hyper Cutter,Shell Armor,Sheer Force,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Kingler_(Pok%C3%A9mon)
0100,Voltorb,1,2,Ball Pokémon,0.5,10.4,20,Voltorbe,Voltorb,Voltobal,Voltorb,False,0,0,True,190,Medium Fast,Red,70,40,30,50,55,55,100,66,Mineral,,Electric,,0,0,0,0,0,1,"It's usually found in power plants. Easily mistaken for a Poké Ball, it has zapped many people.",Soundproof,Static,Aftermath,False,False,True,basic,30,https://bulbapedia.bulbagarden.net/wiki/Voltorb_(Pok%C3%A9mon)
0101,Electrode,1,2,Ball Pokémon,1.2,66.6,20,Électrode,Electrode,Lektrobal,Electrode,False,0,0,True,60,Medium Fast,Red,70,60,50,70,80,80,140,172,Mineral,,Electric,,0,0,0,0,0,2,"It explodes in response to even minor stimuli. It is feared, with the nickname of the Bomb Ball.",Soundproof,Static,Aftermath,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Electrode_(Pok%C3%A9mon)
0102,Exeggcute,1,1,Egg Pokémon,0.4,2.5,20,Noeunoeuf,Exeggcute,Owei,Exeggcute,True,50,50,True,90,Slow,Pink,70,60,40,80,60,45,40,65,Grass,,Grass,Psychic,0,0,1,0,0,0,"Using telepathy only fellow Exeggcute can pick up on, they always form a cluster of six.",Chlorophyll,,Harvest,False,False,True,basic,,https://bulbapedia.bulbagarden.net/wiki/Exeggcute_(Pok%C3%A9mon)
0103,Exeggutor,1,2,Coconut Pokémon,2.0,120.0,20,Noadkoko,Exeggutor,Kokowei,Exeggutor,True,50,50,True,45,Slow,Yellow,70,95,95,85,125,65,55,186,Grass,,Grass,Psychic,0,0,0,2,0,0,"It is said that on rare occasions, one of its heads will drop off and continue on as an Exeggcute.",Chlorophyll,,Harvest,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Exeggutor_(Pok%C3%A9mon)
0104,Cubone,1,1,Lonely Pokémon,0.4,6.5,20,Osselait,Cubone,Tragosso,Cubone,True,50,50,True,190,Medium Fast,Brown,70,50,50,95,40,50,35,64,Monster,,Ground,,0,0,1,0,0,0,,Rock Head,Lightning Rod,Battle Armor,False,False,True,basic,28,https://bulbapedia.bulbagarden.net/wiki/Cubone_(Pok%C3%A9mon)
0105,Marowak,1,2,Bone Keeper Pokémon,1.0,45.0,20,Ossatueur,Marowak,Knogga,Marowak,True,50,50,True,75,Medium Fast,Brown,70,60,80,110,50,80,45,149,Monster,,Ground,,0,0,2,0,0,0,,Rock Head,Lightning Rod,Battle Armor,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Marowak_(Pok%C3%A9mon)
0106,Hitmonlee,1,1,Kicking Pokémon,1.5,49.8,25,Kicklee,Hitmonlee,Kicklee,Hitmonlee,True,0,100,True,45,Medium Fast,Brown,70,50,120,53,35,110,87,159,Human-Like,,Fighting,,0,2,0,0,0,0,"It has complete control over the ligaments in its legs, expanding and contracting them to double the reach of its kicks.",Limber,Reckless,Unburden,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Hitmonlee_(Pok%C3%A9mon)
0107,Hitmonchan,1,1,Punching Pokémon,1.4,50.2,25,Tygnon,Hitmonchan,Nockchan,Hitmonchan,True,0,100,True,45,Medium Fast,Brown,70,50,105,79,35,110,76,159,Human-Like,,Fighting,,0,0,0,0,2,0,Its fists are masses of muscle. It takes a break every three minutes to steady its breath and mood.,Keen Eye,Iron Fist,Inner Focus,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Hitmonchan_(Pok%C3%A9mon)
0108,Lickitung,1,1,Licking Pokémon,1.2,65.5,20,Excelangue,Lickitung,Schlurp,Lickitung,True,50,50,True,45,Medium Fast,Pink,70,90,55,75,60,75,30,77,Monster,,Normal,,2,0,0,0,0,0,,Own Tempo,Oblivious,Cloud Nine,False,False,True,basic,,https://bulbapedia.bulbagarden.net/wiki/Lickitung_(Pok%C3%A9mon)
0109,Koffing,1,1,Poison Gas Pokémon,0.6,1.0,20,Smogo,Koffing,Smogon,Koffing,True,50,50,True,190,Medium Fast,Purple,70,40,65,95,60,45,35,68,Amorphous,,Poison,,0,0,1,0,0,0,The poisonous gases it contains are a little bit lighter than air. That's why it's always slightly airborne.,Levitate,Neutralizing Gas,Stench,False,False,True,basic,35,https://bulbapedia.bulbagarden.net/wiki/Koffing_(Pok%C3%A9mon)
0110,Weezing,1,2,Poison Gas Pokémon,1.2,9.5,20,Smogogo,Weezing,Smogmog,Weezing,True,50,50,True,60,Medium Fast,Purple,70,65,90,120,85,70,60,172,Amorphous,,Poison,,0,0,2,0,0,0,"When it inhales poisonous gases from garbage, its body expands, and its insides smell much worse.",Levitate,Neutralizing Gas,Stench,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Weezing_(Pok%C3%A9mon)
0111,Rhyhorn,1,1,Spikes Pokémon,1.0,115.0,20,Rhinocorne,Rhyhorn,Rihorn,Rhyhorn,True,50,50,True,120,Slow,Gray,70,80,85,95,30,30,25,69,Monster,Field,Ground,Rock,0,0,1,0,0,0,"Once it starts running, it won’t stop—even if it crashes through boulders. This disposition is what’s caused its habitat to expand.",Lightning Rod,Rock Head,Reckless,False,False,True,basic,42,https://bulbapedia.bulbagarden.net/wiki/Rhyhorn_(Pok%C3%A9mon)
0112,Rhydon,1,1,Drill Pokémon,1.9,120.0,20,Rhinoféros,Rhydon,Rizeros,Rhydon,True,50,50,True,60,Slow,Gray,70,105,130,120,45,45,40,170,Monster,Field,Ground,Rock,0,2,0,0,0,0,"It evolved to walk using only its hind legs, which has allowed it to expand its habitat even onto steep mountains.",Lightning Rod,Rock Head,Reckless,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Rhydon_(Pok%C3%A9mon)
0113,Chansey,1,1,Egg Pokémon,1.1,34.6,40,Leveinard,Chansey,Chaneira,Chansey,True,100,0,True,30,Fast,Pink,140,250,5,5,35,105,50,395,Fairy,,Normal,,2,0,0,0,0,0,"It walks carefully to prevent its egg from breaking. However, it is extremely fast at running away.",Natural Cure,Serene Grace,Healer,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Chansey_(Pok%C3%A9mon)
0114,Tangela,1,1,Vine Pokémon,1.0,35.0,20,Saquedeneu,Tangela,Tangela,Tangela,True,50,50,True,45,Medium Fast,Blue,70,65,55,115,100,40,60,87,Grass,,Grass,,0,0,1,0,0,0,,Chlorophyll,Leaf Guard,Regenerator,False,False,True,basic,,https://bulbapedia.bulbagarden.net/wiki/Tangela_(Pok%C3%A9mon)
0115,Kangaskhan,1,1,Parent Pokémon,2.2,80.0,20,Kangourex,Kangaskhan,Kangama,Kangaskhan,True,100,0,True,45,Medium Fast,Brown,70,105,95,80,40,80,90,172,Monster,,Normal,,2,0,0,0,0,0,,Early Bird,Scrappy,Inner Focus,False,False,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Kangaskhan_(Pok%C3%A9mon)
0116,Horsea,1,1,Dragon Pokémon,0.4,8.0,20,Hypotrempe,Horsea,Seeper,Horsea,True,50,50,True,225,Medium Fast,Blue,70,30,40,70,70,25,60,59,Water 1,Dragon,Water,,0,0,0,1,0,0,"It maintains balance using its tail, which is wound up like a coil. It may spray ink from its mouth.",Swift Swim,Sniper,Damp,False,False,True,basic,32,https://bulbapedia.bulbagarden.net/wiki/Horsea_(Pok%C3%A9mon)
0117,Seadra,1,1,Dragon Pokémon,1.2,25.0,20,Hypocéan,Seadra,Seemon,Seadra,True,50,50,True,75,Medium Fast,Blue,70,55,65,95,95,45,85,154,Water 1,Dragon,Water,,0,0,1,1,0,0,Its fin tips leak poison. Its fins and bones are highly valued as ingredients in herbal medicine.,Poison Point,Sniper,Damp,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Seadra_(Pok%C3%A9mon)
0118,Goldeen,1,1,Goldfish Pokémon,0.6,15.0,20,Poissirène,Goldeen,Goldini,Goldeen,True,50,50,True,225,Medium Fast,Red,70,45,67,60,35,50,63,64,Water 2,,Water,,0,1,0,0,0,0,,Swift Swim,Water Veil,Lightning Rod,False,False,True,basic,33,https://bulbapedia.bulbagarden.net/wiki/Goldeen_(Pok%C3%A9mon)
0119,Seaking,1,1,Goldfish Pokémon,1.3,39.0,20,Poissoroy,Seaking,Golking,Seaking,True,50,50,True,60,Medium Fast,Red,70,80,92,65,65,80,68,158,Water 2,,Water,,0,2,0,0,0,0,,Swift Swim,Water Veil,Lightning Rod,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Seaking_(Pok%C3%A9mon)
0120,Staryu,1,1,Star Shape Pokémon,0.8,34.5,20,Stari,Staryu,Sterndu,Staryu,False,0,0,True,225,Slow,Brown,70,30,45,55,70,55,85,68,Water 3,,Water,,0,0,0,0,0,1,,Illuminate,Natural Cure,Analytic,False,False,True,basic,,https://bulbapedia.bulbagarden.net/wiki/Staryu_(Pok%C3%A9mon)
0121,Starmie,1,1,Mysterious Pokémon,1.1,80.0,20,Staross,Starmie,Starmie,Starmie,False,0,0,True,60,Slow,Purple,70,60,75,85,100,85,115,182,Water 3,,Water,Psychic,0,0,0,0,0,2,,Illuminate,Natural Cure,Analytic,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Starmie_(Pok%C3%A9mon)
0122,Mr. Mime,1,2,Barrier Pokémon,1.3,54.5,25,M. Mime,Mr. Mime,Pantimos,Mr. Mime,True,50,50,True,45,Medium Fast,Pink,70,40,45,65,100,120,90,161,Human-Like,,Psychic,Fairy,0,0,0,0,2,0,,Soundproof,Filter,Technician,False,False,True,stage 1,42,https://bulbapedia.bulbagarden.net/wiki/Mr._Mime_(Pok%C3%A9mon)
0123,Scyther,1,1,Mantis Pokémon,1.5,56.0,25,Insécateur,Scyther,Sichlor,Scyther,True,50,50,True,45,Medium Fast,Green,70,70,110,80,55,80,105,100,Bug,,Bug,Flying,0,1,0,0,0,0,The sharp scythes on its forearms become increasingly sharp by cutting through hard objects.,Swarm,Technician,Steadfast,False,False,True,basic,,https://bulbapedia.bulbagarden.net/wiki/Scyther_(Pok%C3%A9mon)
0124,Jynx,1,1,Human Shape Pokémon,1.4,40.6,25,Lippoutou,Jynx,Rossana,Jynx,True,100,0,True,45,Medium Fast,Red,70,65,50,35,115,95,95,159,Human-Like,,Ice,Psychic,0,0,0,2,0,0,,Oblivious,Forewarn,Dry Skin,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Jynx_(Pok%C3%A9mon)
